review,ord,ord_group
선행 강공 펼쳤고 직선 격차 벌이며 여유승,1,1
중위권 최선전개나 직선 큰변화 보이지 못함,5,0
출발부터 밀렸고 직선 추입력 보이나 아쉬움,5,0
후미권 머물다 직선 추입 나서나 역전엔 실패함,5,0
중위권 전개후 직선 탄력보이나 역전실패 아쉬움,4,0
늦은 출발이나 직선주로 막판 조금 올라섬,8,0
시종 중간후미나 경주막판 조금 올라서는 모습,7,0
중반이후 격차좁히나 경주막판 덜미로 4착,4,0
선입 최선전개 펼쳤으나 직선 덜미잡혀 밀려남,5,0
중위권 유지했고 직선 탄력 이어가며 4착,4,0
중간후미 맴돌았으나 직선 걸음 무뎌져 처짐,11,0
밀며 중간후미 나섰고 직선 탄력 보이며 4착,4,0
중반이후 밀렸으나 경주막판 조금 올라서며 4착,4,0
중반이후 격차좁혔지만 직선주로 덜미잡혀 4착,4,0
시종 후미에 머물렀지만 직선 조금 올라서는 모습,8,0
중위권 경주전개후 직선 탄력 보이며 우승,1,1
선입 최선전개후 직선 탄력 유지하며 2착신승,2,1
중반이후 밀렸고 직선에서도 큰변화 못보임,8,0
늦은 출발이나 직선주로 탄력으로 끝걸음 보임,8,0
시종 후미권 맴돌았으나 경주막판 조금 올라섬,9,0
밀며 중위권 나섰으나 경주내내 큰변화 못보임,4,0
시종 후미권에 직선 좋은 탄력이나 큰변화는 아님,8,0
선입 최선전개나 직선 걸음 무뎌져 처짐,9,0
선행 강공 펼쳤으나 경주막판 덜미로 아쉬운 2착,3,0
선입 경주전개후 직선 탄력 유지하며 신승,1,1
시종 후미 머물다 직선 탄력보이나 역전엔 실패,6,0
시종 후미권에 직선 걸음 무뎌져 최하위 처짐,12,0
중위권 경주전개나 직선주로 추격 허용해 밀림,8,0
선입 최선전개나 직선 추격 허용하며 처짐,8,0
선행 강공을 펼쳤으나 직선 덜미잡혀 3착 그침,3,0
중위권 경주전개나 직선 끈기보이며 5착 동착,5,0
선입 최선전개 펼쳤으나 경주막판 덜미로 아쉬움,2,1
중위권 경주전개나 경주내내 순위변동 못보임,6,0
중위권 경주전개후 직선 탄력 유지하며 4착,4,0
중간후미 머물다 직선 추입나서나 역전실패 아쉬움,2,1
중반이후 밀리는 모습에 직선에서도 걸음 무뎌짐,9,0
중간후미 머물렀으나 직선 탄력으로 추입 4착,4,0
시종 중간후미 머물렀고 직선 큰변화 못보여줌,7,0
중반이후 격차좁히나 직선 걸음 무뎌지며 처짐,7,0
출발부터 밀렸고 경주내내 후미 벗어나지 못함,11,0
시종 중간후미에 직선에서도 덜미잡혀 밀림,9,0
중위권 최선전개나 직선주로 덜미잡혀 밀림,6,0
중위권 최선전개나 직선주로 덜미잡혀 밀려남,8,0
중반이후 격차좁히나 직선 걸음 무뎌지며 처짐,9,0
중위권 최선전개나 직선 덜미잡혀 밀려남,7,0
늦은 출발에 경주내내 후미에 머뭄,10,0
중간후미 유지하다 직선 탄력 보이며 2착신승,2,1
중반이후 격차좁히나 직선 최하위로 처짐,12,0
시종 후미에 직선에서도 큰변화 보이지 못함,10,0
중반이후 격차좁히나 직선 추격허용해 밀림,9,0
중반이후 격차좁히나 직선 큰변화 못보임,6,0
중반이후 격차좁혔고 직선 거리 벌이며 우승,1,1
밀며 중간후미 나섰고 직선 탄력으로 신승거둠,1,1
시종 후미권 머물렀지만 직선주로 막판 조금 나섬,7,0
선행 강공을 펼쳤고 직선 끈기 보이며 신승,1,1
중위권 유지했고 직선 탄력 이어가며 3착,3,0
선입 최선전개후 직선 끈기 보이며 2착신승,2,1
중반이후 밀렸으나 직선 다시 추입 나서며 3착,3,0
선행 강공이나 직선주로 걸음 무뎌지며 처짐,7,0
선입 최선전개나 직선 걸음 무뎌지며 처짐,9,0
중간후미 머물다 직선 추입나서나 역전실패아쉬움,3,0
중반이후 밀렸으나 경주막판 조금 올라섬,6,0
중반이후 격차좁히나 직선 추격 허용하며 처짐,7,0
시종 후미 머물렀지만 직선 탄력으로 조금 올라섬,7,0
선입 최적전개 펼쳤고 직선 탄력 이어가며 2착,2,1
늦은 출발이나 직선 탄력으로 추입나서며 올라섬,6,0
중반이후 격차좁히나 직선 더이상 나서지는 못함,5,0
진입불량 출발심사,7,0
늦출발후 밀며 전개했고 직선 탄력 이어가며 5착,5,0
시종 후미에 머물렀고 직선에서도 큰변화 못보임,10,0
중위권 경주전개나 경주내내 큰변화 못보여줌,5,0
중간후미 유지했고 직선 탄력으로 추입나서 2착,2,1
중반이후 격차좁히며 탄력이나 막판덜미 아쉬움,3,0
밀며 중위권 나섰으나 직선 걸음 무뎌져 처짐,11,0
늦은 출발에 양호한 탄력이나 큰변화는 아님,10,0
시종 후미에 경주내내 후미 벗어나지 못함,11,0
중반이후 밀렸으나 직선 재추입 나서며 2착,2,1
중위권 맴돌았고 직선 탄력으로 추입나서 우승,1,1
출발부터 밀리는 모습에 직선에서도 큰변화 못보임,9,0
중위권 경주전개나 직선주로 덜미잡혀 밀려남,6,0
선입 경주전개후 직선 탄력 이어가며 신승,1,1
출발도 밀렸고 경주전개할수록 순위밀리는 모습,9,0
선두권 압박전개나 4코너이후 지치며 후미로 처짐,11,0
선행마 후미권 각축이나 시종 선두로 나서지못하고 후착,2,1
중위권 전개하며 기회노렸으나 시종 강한모습없어,8,0
선두권 압박전개나 직선막판 한발부족 실패,4,0
중위권 전개후 기회노렸으나 추입력 발휘안돼,4,0
중위권 전개하다 직선 추입력 발휘 우승각축,2,1
외곽에서 순위좁혀 3코너 선행마 후미나 직선지친모습,6,0
후미권 이끌다 직선 추입력을 보여주며 순위좁히며 통과,3,0
초반 말려들어가며 후미전개후 직선 조금 올라옴,8,0
출발시 안으로 기댔으나 시종 순위좁히며 3착성공,3,0
주의: 3-4코너 바깥으로 기댐,11,0
후미권 이끌다 4코너이후 직선순위좁혀 후착성공,2,1
선입권 전개하다 직선 걸음발휘 막판 선두로 부상함,1,1
늦발후 시종 후미권 전개나 막판 걸음좋아,11,0
중위권 전개하다 직선 추입력 발휘 후착성공,2,1
초반부터 중위권 공략이나 순위변동없이 통과,6,0
과태금: 결승선 직선주로 채찍 과다사용,8,0
출발밀렸고 시종 후미권을 벗어나지 못하고 통과,10,0
출발밀려 후미권 이끌었고 직선 걸음발휘 올라옴,6,0
시종 후미권을 벗어나지 못하고 따라감,10,0
선두각축펼쳐 3코너 선두나섰으나 직선 선두내주고 처짐,12,0
양호한 출발이나 경주전개할수록 순위가 밀림,11,0
과태금: 결승선 직선주로 채찍 과다사용,1,1
선행마 후미따라갔으나 직선 순위밀리며 입상실패,4,0
시종 후미전개하다 직선 추입력 발휘나 막판 한발부족,3,0
선두권 압박하다 직선 선두부상후 여유승,1,1
선두권 후미강공이나 직선지치며 순위밀려,6,0
시종 후미권을 벗어나지 못하고 따라감,9,0
선행마 후미각축후 3코너 선두부상이나 직선선두내줌,3,0
견책: 결승선 약 150M 지점 바깥으로 진로변경 타마방해,8,0
선행으로 경주주도후 시종 선두유지후 버티기,1,1
빠른출발없이 후미권에서 강한모습을 보이지못해,9,0
중위권 전개후 직선 선행마 후미가담후 막판 우승각축,2,1
늦출발로 후미전개하다 직선 조금올라오며 통과,6,0
초반부터 중위권 공략이나 시종 강한모습없이 통과,8,0
선행마 후미권 각축이나 직선다소 지치며 밀려,5,0
후미전개하다 직선 순위좁히며 올라와 후착성공,2,1
중위권에서 순위좁혀 3-4코너 선입권이나 직선 못올라와,4,0
출전시 점프하며 출발늦었고 시종 후미전개함,8,0
출발심사: 진입불량,11,0
출발대 문 스치며 출발 원활하지못해 고전,6,0
선두권 각축이나 시종 선두로 못나서고 막판 밀려,4,0
후미권에서 순위도약을 노렸으나 시종 강한모습없어,5,0
출발밀렸고 경주전개할수록 순위밀리는모습,10,0
선행마 후미각축전개나 직선 지치며 순위밀려,6,0
시종 후미권에서 강한모습을 보이지못해,12,0
초반과 3코너 지점에서 방해를 받으며 외곽선회,7,0
중위권 전개하며 기회노렸으나 직선지치며 후미로 처짐,11,0
출발은 좋았으나 3-4코너 순위밀려 직선 고전함,5,0
시종 후미권 전개나 직선 걸음은 좋아,9,0
중위권 전개후 직선 조금올라오나 입상과는 격차,4,0
후미출발이나 3-4코너 순위좁혔으나 직선 입상에는 실패,5,0
초반 중위권 가담이나 3-4코너이후 직선 후미로,9,0
선행으로 경주를 이끌었으나 직선 선두내주고 순위밀려,3,0
후미권 이끌다 직선선두부상이나 막판 코차 덜미,2,1
시종 후미전개하다 직선 걸음보였으나 강한모습은 없어,7,0
출발밀렸고 경주전개할수록 순위밀리는 모습,8,0
선행성공이나 3코너 선두내주고 직선 후미로 처짐,10,0
주의: 결승선 직선주로 안으로 기댐,2,1
선행마 후미따라갔으나 직선지치며 순위밀려,6,0
선행으로 경주를 주도했으나 막판 지치며 덜미잡혀 3착,3,0
선두권 압박전개나 직선 탄력이 떨어지며 밀려,7,0
선두권을 압박하며 따라갔으나 직선지치며 격차벌어져,4,0
선행마 후미권 각축이나 직선탄력이 떨어지며 고전,5,0
초반 방해를 받았으나 직선 선두부상후 버티기,1,1
출발밀려 후미권 이끌었고 직선역주나 순위는 못좁혀,7,0
선행마 후미각축이나 4코너부터 순위밀리는모습,7,0
출발심사: 진입불량,4,0
후미출발후 서서히 순위를 좁히며 올라와 후착성공,2,1
출발밀렸으나 순위좁혀 직선 선두부상이나 막판덜미,2,1
출발밀렸고 경주전개할수록 순위가 밀리는 모습,11,0
선입권 전개하며 기회노렸으나 직선지치며 후미로 처짐,10,0
주의: 결승선 직선주로 바깥으로 기댐,7,0
출발밀렸고 시종 순위밀리며 고전하는 모습,8,0
견책: 출발후 300M 안으로 진로변경 타마방해,4,0
선두권 후미출발이나 3-4코너 순위밀려 직선 고전,3,0
선행으로 경주를 주도했고 시종 선두유지하며 버티기,1,1
후미권 이끌며 기회노렸으나 시종 강한모습없어,8,0
선행마 후미권 공략후 직선 선두부상후 여유승,1,1
선두권 각축후 직선밀렸고 막판 방해까지 받아,11,0
시종 후미권 전개나 직선 탄력있는 걸음보여줌,6,0
선행마 후미각축이나 3-4코너이후 직선지치며 후미로,11,0
늦발이후 시종 후미전개나 직선 걸음은 좋아,9,0
중위권 공략이나 시종 순위변동을 일으키지못해,5,0
시종 후미권 공략이나 막판 걸음은 좋은모습,7,0
늦출발이후 후미전개나 직선 조금올라옴,5,0
시종 후미권을 벗어나지 못하고 따라감,9,0
늦은출발이후 순위좁혔으나 입상과는 격차,7,0
선입전개후 직선 선두부상이나 안으로 기대며 주행,1,1
출발심사: 진입불량,1,1
선두권 압박이나 직선 탄력이 떨어짐,9,0
선두권 후미각축이나 4코너 순위밀려 막판 3착만족,3,0
후미권 이끌며 기회노렸으나 여의치않음,10,0
안으로 기대며 출발이나 직선 선행마 후미가담 후착,2,1
초반 안으로 기대며 들어가며 후미전개,12,0
후미권 이끌다 직선 추입력 발휘 막판 후착각축,3,0
출발밀려 중위권 전개나 직선탄력이 떨어짐,9,0
선행으로 경주주도나 직선선두내주고 밀려,10,0
출발밀렸고 시종 후미권을 벗어나지 못하고 통과,9,0
선행마 후미권 각축이나 3-4코너이후 직선 후미로,12,0
빠른출발없이 후미권 이끌었으나 직선 순위좁히지못해,7,0
시종 후미권을 벗어나지 못했으나 막판 걸음좋아,7,0
초반부터 중위권 공략이나 막판 한발부족 고전,5,0
늦출발이후 후미권 이끌다 직선 순위좁혀 3착 선전,3,0
선행마 후미따라가며 각축이나 직선 지치며 밀려,6,0
시종 후미전개하다 직선조금올라오나 탄력은 없어,5,0
시종 후미권을 벗어나지 못하고 따라감,11,0
선행마 후미권 각축이나 직선막판 덜미잡혀 3착만족,3,0
시종 후미권 전개나 직선 탄력있는 추입력 발휘됨,5,0
선행이후 시종 선두유지하며 막판 버티기,1,1
견책: 결승선 350M 지점 바깥으로 진로변경 타마방해,4,0
시종 후미권 전개나 직선 추입력을 보여주며 통과,4,0
선행으로 경주를 주도했고 직선 후미와 격차벌려,1,1
출발밀려 후미권 이끌었고 직선역주나 입상과는 격차,6,0
시종 후미에 직선에서도 걸음 무뎌져 변화 못보임,7,0
중반이후 선두로 나서나 직선 덜미잡혀 2착만족,2,1
후미권 머물다 직선 탄력으로 추입나서며 3착,3,0
중위권 최선전개나 직선 걸음 무뎌져 처짐,12,0
밀며 중위권 나섰고 직선 탄력이나 역전엔 실패,3,0
늦은 출발에 경주내내 후미 벗어나지 못함,11,0
중반이후 밀렸고 직선 걸음 무뎌져 최하위 처짐,12,0
중반이후 격차좁혔지만 직선 추격 허용해 5착,5,0
경주능력부진 주행재검,10,0
중반이후 격차좁혔고 직선 탄력이어가며 2착,2,1
선행마 후미따라갔으나 4코나 직선 선두와 격차벌어져,5,0
선입 최선전개나 직선 걸음 무뎌져 처짐,6,0
늦은 출발에 직선 탄력이나 역전에는 실패함,5,0
중반이후 밀렸으나 직선 다시 추입에 나서며 4착,4,0
시종 중간후미에 직선 탄력이나 막판덜미 아쉬움,6,0
중위권 전개 펼쳤고 직선 추입 나서며 2착,2,1
경주내내 중간후미에서 큰변화 보이지 못함,6,0
출발부터 밀렸고 직선 재추입이나 아쉬운 3착,3,0
주의: 결승선 직선주로 바깥으로 기댐,2,1
